name,lat,lon,country,name_slug
Buhăiești,46.7969372,27.5600303,RO,buhaiesti
Scinteia,46.9235249,27.5680254,RO,scinteia
Picioru Lupului,47.0554274,27.5728055,RO,picioru-lupului
Dagâța,46.917319,27.2044233,RO,dagata
Marseal C-tin Prezan,46.8295734,27.2600181,RO,marseal-c-tin-prezan
Cotnari,47.3492678,26.9717614,RO,cotnari
Hârlău,47.4184991,26.9214388,RO,harlau
Rediu,47.5416046,27.2459913,RO,rediu
Todireni,47.598157,27.1528571,RO,todireni
Dângeni,47.8518878,26.9600266,RO,dangeni
Ungureni,47.8855297,26.7956444,RO,ungureni
Dornești,47.8723312,25.9998678,RO,dornesti
Milișăuți,47.7730482,26.0516485,RO,milisauti
Vicșani,47.9416355,25.9670904,RO,vicsani
Fiad,47.4949341,24.3903991,RO,fiad
Cămara Sighet,47.9433419,23.9093609,RO,camara-sighet
Cășeiu,47.1886995,23.8514502,RO,caseiu
Glodu Someșului,47.2815602,23.6455136,RO,glodu-somesului
Ileanda,47.3263184,23.6092178,RO,ileanda
Răstoci,47.3545541,23.541072,RO,rastoci
Letca,47.3381249,23.4658346,RO,letca
Satulung pe Someș,47.5774827,23.4169573,RO,satulung-pe-somes
Ulmeni Sălaj,47.4618899,23.2986295,RO,ulmeni-salaj
Bușag,47.6647195,23.4282446,RO,busag
Micula,47.9006353,22.9612438,RO,micula
Porumbești,47.9510994,22.9855709,RO,porumbesti
Halmeu,47.9845258,22.9978055,RO,halmeu
Strejești,44.5582485,24.2591503,RO,strejesti
Zlătărei,44.6064251,24.259915,RO,zlatarei
Slătioara,44.3818323,24.3333699,RO,slatioara
Stolnici,44.5491106,24.7813603,RO,stolnici
Hârșești,44.5170586,24.7558205,RO,harsesti
Fâlfani Hm.,44.6093971,24.8239312,RO,falfani-hm
Pârvu Hc.,44.771142,24.9051665,RO,parvu-hc
Bascov,44.8954427,24.8211767,RO,bascov
Clucereasa,44.9799564,24.9443996,RO,clucereasa
Călinești,44.8103158,25.0629243,RO,calinesti
Leordeni Argeș,44.7837681,25.1241506,RO,leordeni-arges
Pătroaia,44.7438434,25.2085821,RO,patroaia
Fusea,44.6740562,25.5029121,RO,fusea
Mătăsaru,44.6859233,25.4431447,RO,matasaru
Ghergani,44.6424532,25.7166526,RO,ghergani
Ciocănești,44.5805562,25.8507381,RO,ciocanesti
Săbăreni,44.5316744,25.9336718,RO,sabareni
Văcărești,44.8594178,25.4967408,RO,vacaresti
Bănești,44.7374516,25.5692664,RO,banesti
Nucet,44.7887389,25.5535066,RO,nucet
Mogoșoaia,44.5353112,26.0234625,RO,mogosoaia
Căciulați,44.6102285,26.1575514,RO,caciulati
Fierbinți,44.666269,26.3682779,RO,fierbinti
Greci,44.6523976,26.2934377,RO,greci
Moldoveni,44.717813,26.509012,RO,moldoveni
Armășești,44.728861,26.5632544,RO,armasesti
Manasia,44.7325024,26.7068427,RO,manasia
Cotorca,44.8142215,26.8633783,RO,cotorca
Scutelnici,44.851811,26.9351299,RO,scutelnici
Slobozia Sud,44.5251128,27.3705479,RO,slobozia-sud
Dâmbu,44.9226741,26.0722961,RO,dambu
Ialomița,44.7486505,26.5064455,RO,ialomita
Ciorani,44.7890991,26.3851275,RO,ciorani
Andrășești,44.5802389,27.1480385,RO,andrasesti
Drăgănești Prahova,44.8276711,26.3010203,RO,draganesti-prahova
Saratuica,44.6388671,26.9018228,RO,saratuica
Alexeni,44.6861658,26.701337,RO,alexeni
Broșteni,44.6683976,26.7690254,RO,brosteni
Căzănești,44.6344147,27.0044499,RO,cazanesti
Perieți,44.5812787,27.2542243,RO,perieti
Bucu,44.6056124,27.4828964,RO,bucu
Ograda,44.6311719,27.5906647,RO,ograda
Vernești,45.2043835,26.7318382,RO,vernesti
Berca,45.2782773,26.6748697,RO,berca
Mărunțișu,45.2917474,26.3623519,RO,maruntisu
Plopeni Sat,45.060467,25.96922,RO,plopeni-sat
Coțofenești,45.1303304,25.9998309,RO,cotofenesti
Brețcu,46.0455599,26.2958639,RO,bretcu
Buhuși,46.7090774,26.7046696,RO,buhusi
Gărleni,46.6570721,26.813549,RO,garleni
Costișa Hm,46.7532214,26.6542694,RO,costisa-hm
Podoleni,46.7964462,26.6154922,RO,podoleni
Roznov,46.8385027,26.5092092,RO,roznov
Dumbrava Hm,46.9005675,26.4187864,RO,dumbrava-hm
Pângărați,46.9302059,26.2041531,RO,pangarati
Tarcău Neamț Hm,46.8935318,26.1477613,RO,tarcau-neamt-hm
Susenii Bârgăului,47.2177745,24.7150987,RO,susenii-bargaului
Bistrița Bârgăului,47.1828834,24.8055786,RO,bistrita-bargaului
Șona,46.2220082,24.0095473,RO,sona
Jidvei,46.229982,24.1080349,RO,jidvei
Târnăveni Vest,46.3237942,24.2682603,RO,tarnaveni-vest
Târnăveni,46.3281604,24.2982988,RO,tarnaveni
Bahnea,46.3827273,24.4889986,RO,bahnea
Coroiu,46.4021547,24.6127638,RO,coroiu
Bălăușeri,46.4068466,24.6997699,RO,balauseri
Fântânele,46.4165515,24.7609414,RO,fantanele
Praid,46.5514565,25.1141706,RO,praid
Sovata,46.5794909,25.0496132,RO,sovata
Sinpaul,46.4475449,24.3398987,RO,sinpaul
Târgu Mureș Sud,46.5052404,24.4958665,RO,targu-mures-sud
Dumbrăvioara,46.6418208,24.6398848,RO,dumbravioara
Lechința,47.0178128,24.334444,RO,lechinta
Acățari,46.4732327,24.633461,RO,acatari
Колбасная,47.7591863,29.2173375,UA,
Виноградів-Закарпатський,48.1341052,23.0264704,UA,
Хмільник,48.2521065,22.9065507,UA,
Слобідка,47.8851028,29.3442442,UA,
Абамелікове,47.9795002,29.2622685,UA,
Борщі,47.8662785,29.4934934,UA,
Побережжя,47.8095692,29.5140672,UA,
Подільськ-Північний,47.7609066,29.5242173,UA,
Обхідна,47.8556002,29.5246889,UA,
Чубівка,47.652153,29.5830025,UA,
Poiana Stampei,47.3124815,25.1313636,RO,poiana-stampei
Виноградів-Малий,48.1345639,23.0257714,UA,
Панчево варош,44.8790337,20.6605465,RS,
Панчево главна,44.8874942,20.6374145,RS,
Alțâna,45.9270265,24.4667333,RO,altana
Benești,45.9592195,24.4937735,RO,benesti
Cornățel,45.8026344,24.3527013,RO,cornatel
Nocrich,45.894071,24.4601229,RO,nocrich
Câmpulung la Tisa,47.9835102,23.7657685,RO,campulung-la-tisa
Postul de călătorie 1501 Km,46.8923777,29.4493227,MD,postul-de-calatorie-1501-km
Abrud,46.2799431,23.0594544,RO,abrud
Câmpeni,46.358745,23.0731411,RO,campeni
Болград,45.7366431,28.602092,UA,
Берлебаш,47.9986944,24.1972841,UA,
Качарево,44.9650552,20.6890428,RS,
Ceamurlia de Jos Hm,44.7658045,28.7220515,RO,ceamurlia-de-jos-hm
Овча,44.8755249,20.5445353,RS,
Râșnov,45.594848,25.4581653,RO,rasnov
Стопања,43.5771498,21.153334,RS,
Королево,48.1535346,23.140906,UA,
Gheorgheni,46.7193148,25.5737057,RO,gheorgheni
Бор теретна,44.0599177,22.1251978,RS,
Odorhei,46.3106544,25.3013918,RO,odorhei
Tîrnova,48.1646439,27.6481339,MD,tirnova
Rădăuți,47.8395728,25.9093297,RO,radauti
Cisnădie,45.71654,24.1606343,RO,cisnadie
Новоселиця,48.2242325,26.2807001,UA,
Ghighiu,44.9084154,26.0585363,RO,ghighiu
Тирасполь,46.8476247,29.629596,MD,
Laminorului,44.4943376,26.0319543,RO,laminorului
Străulești,44.5016554,26.0262412,RO,straulesti
Mestecăniș,47.4506882,25.3395139,RO,mestecanis
Дедина,43.5925772,21.3534533,RS,
Sângeorz - Băi,47.3711941,24.6735492,RO,sangeorz-bai
Borșa,47.6556914,24.6132169,RO,borsa
Politehnica,44.4352756,26.0553995,RO,politehnica
Slobozia Veche,44.5646943,27.3499512,RO,slobozia-veche
Lișava,45.121804,21.7867788,RO,lisava
Grivița,44.4617617,26.0574956,RO,grivita
1 Mai,44.4705337,26.0506266,RO,1-mai
Nicolae Teclu,44.4072916,26.194405,RO,nicolae-teclu
Ворохта,48.2932489,24.5648397,UA,
Тячів,48.0149849,23.5760004,UA,
Greoni h.,45.1000931,21.6299514,RO,greoni-h
Parc Divertisment Chiajna,44.4331213,25.9418465,RO,parc-divertisment-chiajna
Imeci,45.9398992,26.1577291,RO,imeci
Голубинци,45.0162234,20.051528,RS,
Obor,44.449412,26.1246099,RO,obor
Piața Unirii 2,44.4277587,26.1040826,RO,piata-unirii-2
Zănoaga,44.8630435,26.2033807,RO,zanoaga
Београд центар,44.7936304,20.4531284,RS,
Inotești,44.9715214,26.3492558,RO,inotesti
Triaj Pascani,47.2383436,26.7356465,RO,triaj-pascani
Рудниця (вузьк),48.2605216,28.935077,UA,
Făget Teleajen,45.1388462,26.0277767,RO,faget-teleajen
Vârteju,44.3687998,26.0149289,RO,varteju
București Titan Sud,44.4345881,26.1847252,RO,bucuresti-titan-sud
Culma,46.2612052,28.9311649,MD,culma
Vlădești,45.1727546,25.9761846,RO,vladesti
P.O. Podu Pitarului,44.3426284,26.3786035,RO,p-o-podu-pitarului
Vulcănești,45.6847652,28.4829653,MD,vulcanesti
Ћићевац,43.7204266,21.4381152,RS,
Ізмаїл – Порт Новий,45.3257787,28.8497034,UA,
Лукићево,45.3329692,20.4951029,RS,
Нересница,44.4670292,21.7396917,RS,
Борска Слатина,44.0505306,22.1511148,RS,
Păcii,44.4339141,26.0041269,RO,pacii
Dăești,45.1864909,24.3826966,RO,daesti
Владимировац,45.0314395,20.8927449,RS,
Dridu,44.6810325,26.448483,RO,dridu
Dumbrăveni,46.2159157,24.5633427,RO,dumbraveni
Feldru,47.2757954,24.5936758,RO,feldru
Gârliște Hm,45.1435328,21.8302051,RO,garliste-hm
Grajduri,46.9787027,27.5517396,RO,grajduri
Baia Mare,47.6470613,23.5521231,RO,baia-mare
Lacu Sărat,45.2267292,27.8671008,RO,lacu-sarat
Carasa h.,47.9274569,26.5185398,RO,carasa-h
Ploiești Nord,44.95368,26.0271744,RO,ploiesti-nord
Ploiești Sud,44.925059,26.0298085,RO,ploiesti-sud
Caransebeș,45.4200172,22.195224,RO,caransebes
Plopeni,45.0455721,25.951396,RO,plopeni
Prejmer,45.7385523,25.7778111,RO,prejmer
Pucioasa,45.075341,25.4308277,RO,pucioasa
Brătușeni,48.1390586,27.38907,MD,bratuseni
Revaca,46.9494623,28.9326095,MD,revaca
Rușețu,44.9888959,27.2019714,RO,rusetu
Sărmașel,46.7803612,24.2036443,RO,sarmasel
Braniștea,45.4380655,27.8340391,RO,branistea
Батајница,44.8990744,20.2718514,RS,
Нови Београд,44.8069189,20.4178455,RS,
Glodeni,47.8026379,27.5213165,MD,glodeni
Meri,45.2203723,23.381905,RO,meri
Măneciu Pământeni,45.2930158,25.9965621,RO,maneciu-pamanteni
Homorâciu,45.2676474,26.0163236,RO,homoraciu
Măneciu,45.3154441,25.9971498,RO,maneciu
Смедерево,44.6678003,20.926878,RS,
Cehu Silvaniei,47.409341,23.1602412,RO,cehu-silvaniei
Jibou,47.2513007,23.2630008,RO,jibou
Sinaia,45.3523703,25.5531051,RO,sinaia
Rodna Veche,47.4168841,24.8013198,RO,rodna-veche
Moldovița,47.6887281,25.5366084,RO,moldovita
Socoleni,46.9033648,29.1883265,MD,socoleni
Leorda,47.8166934,26.4822346,RO,leorda
Izvoarele,45.2809348,26.0025423,RO,izvoarele
Teișani,45.2367865,26.0244537,RO,teisani
Stupini Hm,45.6998278,25.5954859,RO,stupini-hm
Crețeștii,46.640775,27.9664048,RO,cretestii
Fălciu Nord,46.2822837,28.1308532,RO,falciu-nord
Fălciu,46.2476308,28.1014136,RO,falciu
Murgeni,46.2099015,28.013353,RO,murgeni
Traian Sat,45.1873835,27.7309756,RO,traian-sat
Turnu Roșu,45.6431955,24.2958128,RO,turnu-rosu
Tulcea Oraș,45.1828503,28.7896117,RO,tulcea-oras
Vasiova,45.3803881,21.7591536,RO,vasiova
Eforie Nord,44.0578424,28.6318423,RO,eforie-nord
Parc Revaca,46.9080999,29.011884,MD,parc-revaca
Valea Voivozilor hc,44.9380401,25.4931303,RO,valea-voivozilor-hc
Vădeni,45.3638677,27.9201277,RO,vadeni
Orizont,44.4258741,26.0558903,RO,orizont
Favorit,44.4246395,26.048364,RO,favorit
Eroilor 2,44.4348399,26.0738437,RO,eroilor-2
Academia Militară,44.4289299,26.062876,RO,academia-militara
Tudor Vladimirescu,44.423064,26.0413031,RO,tudor-vladimirescu
Parc Drumul Taberei,44.4222249,26.0330875,RO,parc-drumul-taberei
Romancierilor,44.4229883,26.0246158,RO,romancierilor
Râul Doamnei,44.4152401,26.024204,RO,raul-doamnei
Constantin Brâncuși,44.4191176,26.0202867,RO,constantin-brancusi
Valea Ialomiței,44.4211119,26.0144421,RO,valea-ialomitei
C.A. Rosetti,45.058868,27.1507246,RO,c-a-rosetti
Vicovu de Sus,47.9100925,25.6936477,RO,vicovu-de-sus
Вороненко,48.2794592,24.5081492,UA,
Podu Olt,45.6617877,24.2986426,RO,podu-olt
Вршац,45.1057392,21.2831718,RS,
Mărculești,47.8732572,28.2301165,MD,marculesti
Vulcana Pandele,45.0159753,25.4084877,RO,vulcana-pandele
Șoldănești,47.8176283,28.7912174,MD,soldanesti
Mateuți,47.7985578,28.9489313,MD,mateuti
General Nicolae Dăscălescu,46.490932,24.4623827,RO,general-nicolae-dascalescu
Reghin,46.7803866,24.7194267,RO,reghin
Bender-2,46.8428982,29.4759273,MD,bender-2
Moacșa,45.8575581,25.9392816,RO,moacsa
Onești,46.2590365,26.7792549,RO,onesti
Ion Luca Caragiale,44.9079909,25.723732,RO,ion-luca-caragiale
Crângu lui Bot,44.9238579,25.9169007,RO,crangu-lui-bot
Gălănești,47.9058988,25.8013632,RO,galanesti
Căuşeni,46.6755681,29.448384,MD,causeni
Hagimus,46.7413235,29.5189746,MD,hagimus
Voiteni,45.4758166,21.2235433,RO,voiteni
Buziaș,45.6577,21.5813154,RO,buzias
Lugoj,45.6798652,21.8966684,RO,lugoj
Post 8 km,46.2662136,28.1504187,RO,post-8-km
Рені-Основна,45.4585496,28.2645557,UA,
Galați Largă Frontieră,45.4495974,28.1178866,RO,galati-larga-frontiera
Galați Transbordare,45.4512811,28.0857559,RO,galati-transbordare
Galați,45.4448687,28.0610374,RO,galati
Stație tehnică de pasageri,45.4524115,28.0579655,RO,statie-tehnica-de-pasageri
Barboși Triaj,45.4045683,27.9581573,RO,barbosi-triaj
Galați Brateș,45.4532385,28.0706023,RO,galati-brates
Galați Bazin,45.4484588,28.0905434,RO,galati-bazin
Galați Mărfuri,45.4434064,28.0713427,RO,galati-marfuri
Galați Largă,45.4493079,28.1001894,RO,galati-larga
Barboşi Port,45.3852155,28.0184574,RO,barbosi-port
Cătuşa,45.4349637,27.9957551,RO,catusa
Argel,47.7612241,25.4692697,RO,argel
Plopu,45.1405777,27.5219363,RO,plopu
Buzău,45.1426922,26.8259311,RO,buzau
Ploiești Triaj,44.9031966,26.0143658,RO,ploiesti-triaj
Nehoiașu,45.4313726,26.3061392,RO,nehoiasu
Măgurele Prahova,45.0977678,26.0444572,RO,magurele-prahova
Voluntari,44.4872332,26.2164071,RO,voluntari
Pitești,44.8475888,24.8876076,RO,pitesti
Ploieşti Crâng,44.9446966,25.9876523,RO,ploiesti-crang
Depoul Drezinei,46.9155475,24.4953152,RO,depoul-drezinei
Teaca,46.9152762,24.4957694,RO,teaca
P. Mac. R1 Buciumeni,44.5344683,25.9649133,RO,p-mac-r1-buciumeni
București Triaj,44.4804591,26.0145577,RO,bucuresti-triaj
Stolniceni HC,47.2002264,26.749901,RO,stolniceni-hc
Dagâţa,46.9179875,27.2040948,RO,dagata
Brăila,45.281414,27.9556459,RO,braila
Tomșani,45.1261707,24.0465865,RO,tomsani
Brașov,45.6612146,25.6135846,RO,brasov
Reșița Nord,45.3224326,21.8704173,RO,resita-nord
Deva,45.8844049,22.9105592,RO,deva
Suceava,47.6703615,26.2660705,RO,suceava
Suceava Nord,47.6763862,26.2358502,RO,suceava-nord
Aeroport Henri Coandă,44.5690332,26.0753005,RO,aeroport-henri-coanda
Constanța,44.1687351,28.6315707,RO,constanta
Младеновац,44.4401959,20.6912696,RS,
Jebel,45.5565458,21.1980674,RO,jebel
Земунско поље,44.8577732,20.3346914,RS,
Blejoi,44.9865134,26.0160183,RO,blejoi
Scăieni,45.0157051,26.0256002,RO,scaieni
Bistrița Nord,47.1326534,24.4838731,RO,bistrita-nord
Târgoviște,44.9158357,25.4546489,RO,targoviste
Раковица,44.7466503,20.4429542,RS,
Mărășești,45.8757125,27.2144026,RO,marasesti
Tecuci,45.8351637,27.4231038,RO,tecuci
Giurgiuleşti,45.4717762,28.2026721,MD,giurgiulesti
Bușteni,45.4157885,25.5375796,RO,busteni
Инђија,45.0484566,20.0923406,RS,
Ясіня,48.2563482,24.3539368,UA,
Valea Vișeului,47.9146302,24.1555694,RO,valea-viseului
Jucu,46.8627791,23.7638446,RO,jucu
Dârste,45.6188373,25.6536036,RO,darste
Timișeni,45.6516772,21.1801166,RO,timiseni
Pîrlița,47.3227722,27.89209,MD,pirlita
Târgoviște Nord,44.9477538,25.4626442,RO,targoviste-nord
Adânca Hm,44.9212815,25.5964668,RO,adanca-hm
Mija,44.9125378,25.6587962,RO,mija
Brașov Triaj,45.6680973,25.6495738,RO,brasov-triaj
Iernut,46.4407475,24.2233622,RO,iernut
Bacău,46.5655599,26.8945568,RO,bacau
Huedin,46.867222,23.0313874,RO,huedin
Зрењанин,45.3780363,20.3789828,RS,
Стара Пазова,44.9866097,20.1374427,RS,
Јајинци,44.7217287,20.4571091,RS,
Ћуприја,43.9162921,21.3653629,RS,
Крњача,44.8479666,20.5054794,RS,
Azuga,45.4449952,25.5526378,RO,azuga
Барајево,44.5939358,20.4252123,RS,
Пожега,43.840408,20.028872,RS,
Меленци,45.5085728,20.2976662,RS,
Кумане,45.5482413,20.2320742,RS,
Банат. Милошево Поље,45.6927896,20.2958293,RS,
Sibiu,45.8001554,24.1617237,RO,sibiu
Făgăraș,45.8300991,24.976099,RO,fagaras
Băile Herculane,44.862663,22.387972,RO,baile-herculane
Deta,45.396588,21.2306862,RO,deta
Halta Geoagiu,45.8840652,23.2487235,RO,halta-geoagiu
Чачак,43.8899798,20.356164,RS,
Врба,43.6904882,20.7844903,RS,
Трстеник,43.6150143,20.9976271,RS,
Teiuș,46.2038602,23.6908667,RO,teius
Ковачица,45.1118912,20.6107713,RS,
Baciu Triaj,46.7870796,23.5272936,RO,baciu-triaj
Aninoasa Hm,44.9587606,25.442192,RO,aninoasa-hm
Doicești,44.9873927,25.4111194,RO,doicesti
Doicești hc.,44.9981331,25.401505,RO,doicesti-hc
Зрењанин фабрика,45.3712412,20.4261241,RS,
Bujoreni Vâlcea,45.1461566,24.3758465,RO,bujoreni-valcea
Елемир,45.4372886,20.311206,RS,
Tudor Arghezi,44.3480408,26.1592557,RO,tudor-arghezi
Крагујевац,44.0101302,20.9284269,RS,
Алибунар,45.0731108,20.9568643,RS,
Вранеши,43.6840301,20.8054852,RS,
Заграђе,44.0337677,22.213839,RS,
Бор,44.0731421,22.1028256,RS,
Mănăstirea Moldovița,47.6563016,25.5693198,RO,manastirea-moldovita
Vișeu de Jos,47.7207048,24.3672284,RO,viseu-de-jos
Дивци,44.3003413,20.0279609,RS,
Cozia,45.3247258,24.2831932,RO,cozia
Holboca,47.1480115,27.6940951,RO,holboca
Câmpinița,45.1317411,25.7367151,RO,campinita
Telega,45.141353,25.7714389,RO,telega
Bradu de Sus,44.8134486,24.9156969,RO,bradu-de-sus
Jilava,44.341889,26.1065551,RO,jilava
Constanța Mărfuri,44.1781885,28.6075498,RO,constanta-marfuri
Подільськ,47.7500012,29.5289332,UA,
Dacic Horse Train,45.7783477,23.1859184,RO,dacic-horse-train
Лужнице,44.1201692,20.8402672,RS,
Нови Милановац,44.0770169,20.9332309,RS,
Цветојевац,44.0730182,20.9766481,RS,
Miercurea Ciuc,46.3595588,25.7934453,RO,miercurea-ciuc
Bicsadu Oltului Hm.,46.1003266,25.8470807,RO,bicsadu-oltului-hm
Petroşani,45.4232283,23.3661654,RO,petrosani
Constanța Ferry-Boat,44.0859981,28.6479102,RO,constanta-ferry-boat
București Progresu,44.3654582,26.0912782,RO,bucuresti-progresu
Gara de Nord,44.4467388,26.0738428,RO,gara-de-nord
Băcia hm,45.7952571,23.0008329,RO,bacia-hm
Lunca Arieșului,46.4358145,23.4544045,RO,lunca-ariesului
Gherla,47.0275541,23.9124167,RO,gherla
Parc Bazilescu,44.4866494,26.0375677,RO,parc-bazilescu
Рыбница,47.7662345,28.9914031,MD,
București Băneasa,44.4850976,26.0740739,RO,bucuresti-baneasa
București Vest,44.4272229,25.9678046,RO,bucuresti-vest
Drobeta Turnu Severin,44.622101,22.6441714,RO,drobeta-turnu-severin
Gara Pietroșița,45.1836492,25.4395817,RO,gara-pietrosita
Sfântu Gheorghe,45.8632588,25.8105053,RO,sfantu-gheorghe
Љубиње,44.6270862,21.4269299,RS,
Catranic,47.6193013,27.7723137,MD,catranic
Fieni,45.1256652,25.4213202,RO,fieni
Țepeș Vodă,45.1500835,25.4473242,RO,tepes-voda
Văleni Nord,45.2092659,26.0394829,RO,valeni-nord
Bod,45.7589502,25.6043779,RO,bod
Călan,45.7296114,22.9891183,RO,calan
Livezeni,45.3777225,23.3669014,RO,livezeni
Filiași,44.552332,23.5109211,RO,filiasi
Târgu Jiu,45.0318999,23.2811601,RO,targu-jiu
Strâmbuța,45.35456,23.3812838,RO,strambuta
Lainici,45.2699539,23.3846603,RO,lainici
Amaradia,44.9866128,23.2462866,RO,amaradia
Bibești,44.7787357,23.5006196,RO,bibesti
Gătaia,45.422537,21.4280095,RO,gataia
Malmö C,55.6091374,13.0006612,SE,malmo-c
Tule,57.5234932,18.5068775,SE,tule
Växjö,56.8765384,14.8050364,SE,vaxjo
Hillerstorp,57.3134942,13.8839044,SE,hillerstorp
Bromölla,56.0672219,14.4807748,SE,bromolla
Bergåsa,56.1827562,15.6012025,SE,bergasa
Vissefjärda,56.5395651,15.5811879,SE,vissefjarda
Hörle,57.2590751,14.0538124,SE,horle
Hjältevad,57.628943,15.3437741,SE,hjaltevad
Mariannelund,57.6161721,15.584993,SE,mariannelund
Hultsfred,57.4867627,15.8466075,SE,hultsfred
Berga,57.2165238,16.0329739,SE,berga
Högsby,57.1660751,16.0272359,SE,hogsby
Kalmar C,56.6614977,16.3597197,SE,kalmar-c
Tågarp,55.9267042,12.952089,SE,tagarp
Vena,57.5244675,15.969689,SE,vena
Totebo,57.6280316,16.1810533,SE,totebo
Ankarsrum,57.6998767,16.3344144,SE,ankarsrum
Fårhult,57.7377479,16.420278,SE,farhult
Verkebäck,57.7288177,16.5153978,SE,verkeback
Vimmerby,57.6631756,15.8581141,SE,vimmerby
Tuna,57.5768197,16.1037568,SE,tuna
Oskarshamn,57.2627265,16.4576517,SE,oskarshamn
Nässjö C,57.6520466,14.6941834,SE,nassjo-c
Sankt Olof,55.6353958,14.1334269,SE,sankt-olof
Vitaby,55.6845787,14.1556197,SE,vitaby
Östra Vemmerlöv,55.5853825,14.2280395,SE,ostra-vemmerlov
Strömsnäsbruk,56.5503991,13.7327119,SE,stromsnasbruk
Floda,57.8100267,12.3617812,SE,floda
Gimarp,57.1741576,14.2711655,SE,gimarp
Nödinge,57.893155,12.043306,SE,nodinge
Båstad,56.4311641,12.9057866,SE,bastad
Önnestad,56.060647,14.0289053,SE,onnestad
Billesholm,56.056564,12.9768165,SE,billesholm
Västra Ingelstad,55.4902567,13.1079497,SE,vastra-ingelstad
Hästveda,56.287738,13.9343053,SE,hastveda
Bodafors,57.5060923,14.6947396,SE,bodafors
Virserum,57.3209782,15.5774362,SE,virserum
Gårdveda,57.3821739,15.7550005,SE,gardveda
Rosenfors,57.3619833,15.8385782,SE,rosenfors
Moheda,57.0024512,14.5764443,SE,moheda
Lammhult,57.1715815,14.5855115,SE,lammhult
Triabo,57.2370251,15.5354484,SE,triabo
Hultarp,57.343426,15.6110623,SE,hultarp
Main Street,57.2625054,13.8309372,SE,main-street
Old Mexico,57.2631984,13.8389615,SE,old-mexico
Hultanäs,57.2149094,15.4375728,SE,hultanas
Brösarp,55.7349855,14.1254413,SE,brosarp
Landskrona,55.8790784,12.8575136,SE,landskrona
Roma,57.5079362,18.4568963,SE,roma
Traryd,56.579613,13.7532133,SE,traryd
Bohus,57.8524661,12.0137416,SE,bohus
Surte,57.8252103,12.0132735,SE,surte
Västra bodarna,57.8877224,12.4743025,SE,vastra-bodarna
Norsesund,57.8617106,12.4392742,SE,norsesund
Aneby,57.837696,14.8120627,SE,aneby
Sävsjö,57.4027796,14.6654815,SE,savsjo
Vislanda,56.7868213,14.4546073,SE,vislanda
Osby,56.3811469,13.9955344,SE,osby
Örtofta,55.7788139,13.2439448,SE,ortofta
Laholm,56.5022529,12.9990604,SE,laholm
Förslöv,56.3551433,12.8011805,SE,forslov
Kävlinge,55.7948786,13.111328,SE,kavlinge
Ramlösa,56.0236621,12.7277133,SE,ramlosa
Teckomatorp,55.8705218,13.0857829,SE,teckomatorp
Billeberga,55.883817,12.9957337,SE,billeberga
Blomstermåla,56.9809637,16.3310443,SE,blomstermala
Vaggeryd,57.4982451,14.1455697,SE,vaggeryd
Åseda,57.1675815,15.3481056,SE,aseda
Östra Grevie,55.4676727,13.13268,SE,ostra-grevie
Ravlundabro,55.7091855,14.1490546,SE,ravlundabro
Fjälkinge,56.0436769,14.2805557,SE,fjalkinge
Barkåkra,56.2878714,12.8273072,SE,barkakra
Bor Norra,57.1161455,14.1700665,SE,bor-norra
Lund centralstation,55.7067251,13.1863839,SE,lund-centralstation
Ronneby,56.2069878,15.2829889,SE,ronneby
Ohs bruk,57.1928416,14.3308168,SE,ohs-bruk
Hösjömo,57.150901,14.2283255,SE,hosjomo
Borås C,57.7208362,12.9318529,SE,boras-c
Ystad,55.4273931,13.8251994,SE,ystad
Malmö Syd Svågertorp,55.5472428,12.99265,SE,malmo-syd-svagertorp
Persborg,55.58062,13.0293366,SE,persborg
Rosengård,55.5888929,13.0307937,SE,rosengard
Östervärn,55.6078691,13.0315018,SE,ostervarn
Oxie,55.541757,13.0956763,SE,oxie
Stockaryd,57.316422,14.5915917,SE,stockaryd
Alvesta,56.8989924,14.5572298,SE,alvesta
Diö,56.6332902,14.214415,SE,dio
Älmhult,56.5509334,14.1369001,SE,almhult
Västervik,57.7555764,16.6428857,SE,vastervik
Gamleby,57.8967859,16.4100649,SE,gamleby
Karlskrona C,56.1664941,15.5853658,SE,karlskrona-c
Värnamo,57.1862915,14.0358477,SE,varnamo
Lomma,55.6739319,13.0749433,SE,lomma
Furulund,55.7752126,13.0972959,SE,furulund
Halmstad C,56.6692971,12.8642537,SE,halmstad-c
Triangeln,55.5932928,13.0010364,SE,triangeln
Svalöv,55.9122782,13.1103829,SE,svalov
Kågeröd,55.9983179,13.0833252,SE,kagerod
Ängelholm,56.245615,12.8539592,SE,angelholm
Fristad,57.8271083,13.0085528,SE,fristad
Limmared,57.5357744,13.3530048,SE,limmared
Sandared,57.7098647,12.7915218,SE,sandared
Månsarp,57.6541103,14.0708214,SE,mansarp
Taberg,57.6788374,14.087231,SE,taberg
Norrahammar,57.7045636,14.1160597,SE,norrahammar
Hovslätt,57.7347726,14.1237396,SE,hovslatt
Jönköping Centralstation,57.7845795,14.1629895,SE,jonkoping-centralstation
Vetlanda,57.4258681,15.0818494,SE,vetlanda
Tenhult,57.705151,14.3266492,SE,tenhult
Huskvarna,57.7821026,14.2657703,SE,huskvarna
Eksjö,57.6639084,14.9768047,SE,eksjo
Skillingaryd,57.4282579,14.0908805,SE,skillingaryd
